Response,Income,Recency,NumCatalogPurchases,cluster_em,cluster_em_probability
0,81975.0,2,3,2,0.8317423711911978
0,38590.0,65,0,0,0.9744507514098267
0,15033.0,37,0,0,0.9812388395134568
0,62745.0,89,8,2,1.0
0,22212.0,49,0,0,0.9859407115095136
0,23661.0,46,0,0,0.9862650524701287
0,79761.0,32,2,2,0.5588176657152747
0,7500.0,54,1,0,0.7022535931330932
0,60182.0,23,0,0,0.6800173765569874
0,73455.0,98,5,2,0.9999471481804574
0,64961.0,97,4,2,0.9894545630262598
0,22804.0,75,0,0,0.9857022730188773
1,73687.0,8,9,1,1.0
0,61074.0,37,5,2,0.9999968577676969
0,31686.0,31,0,0,0.9852875653909643
1,80134.0,40,3,1,1.0
0,75027.0,74,4,2,0.9872846952200722
0,67546.0,90,10,2,1.0
0,65176.0,57,6,2,0.9999999986577934
0,31160.0,59,0,0,0.9842193001135793
0,29938.0,52,0,0,0.9851699144609489
1,102692.0,5,9,1,1.0
0,26490.0,92,1,0,0.9703368946073717
0,75702.0,77,6,2,0.9999999814693388
0,30899.0,35,0,0,0.9854813903216646
0,63342.0,48,3,2,0.6601898727634017
0,45989.0,97,2,0,0.9049638775586192
0,18701.0,95,0,0,0.9845216757549875
0,40737.0,24,0,0,0.9750012042459023
1,15287.0,60,1,1,1.0
0,69674.0,46,2,0,0.7567079408258478
0,44159.0,85,1,0,0.9746461154015023
0,37717.0,31,0,0,0.97964119403379
1,43776.0,9,2,1,1.0
0,38179.0,30,1,0,0.9770045248405372
0,80124.0,47,7,2,0.9999999999989126
1,38097.0,70,2,1,1.0
0,72940.0,13,3,2,0.7253335375340652
0,22070.0,11,2,2,0.7242752662367893
1,69267.0,31,4,1,1.0
0,31788.0,15,0,0,0.9860552933420027
0,61905.0,2,2,0,0.8553174359134478
0,29315.0,55,0,0,0.9853121735701655
0,33378.0,38,0,0,0.9838117903869439
0,66313.0,86,3,2,0.6091312055424754
1,60714.0,56,4,1,1.0
0,77882.0,29,3,2,0.7696801612745942
1,69867.0,30,5,1,1.0
0,63841.0,64,3,2,0.6368959066693579
0,24480.0,46,0,0,0.9863438943680222
0,51369.0,84,2,0,0.9041971214948313
0,37760.0,20,1,0,0.9768028123588824
0,65640.0,74,1,0,0.7939439900714056
0,44319.0,18,0,0,0.9657765843140659
0,30631.0,75,1,0,0.9745785082259149
0,75278.0,17,3,2,0.744607208811916
0,50898.0,88,2,0,0.9057246341719989
0,79946.0,19,11,2,1.0
0,35416.0,62,1,0,0.9771221362103443
0,32414.0,11,0,0,0.9859681118967911
0,38361.0,74,1,0,0.9778117001821043
0,82497.0,32,7,2,0.9999999999986935
0,16626.0,76,0,0,0.9831418713199049
0,29672.0,6,0,0,0.987191229229072
0,55951.0,62,6,2,0.9999999998761433
0,35388.0,20,0,0,0.9833189422461899
0,42386.0,43,0,0,0.9674872407338682
0,68627.0,45,3,2,0.6698255268230752
0,57912.0,34,3,2,0.714152368367522
0,35246.0,53,1,0,0.9767346854459572
0,58821.0,44,2,0,0.8764209224036619
0,46377.0,89,1,0,0.9716635228591175
0,39747.0,43,1,0,0.9771265296530502
0,23976.0,68,1,0,0.9608334348097826
0,80950.0,44,7,2,0.9999999999987745
1,27038.0,64,0,1,1.0
0,77457.0,85,5,2,0.9999376675762249
0,64100.0,93,3,2,0.5932179245375954
0,42670.0,12,2,0,0.8426682272722301
0,12571.0,86,1,0,0.8769712938400571
0,22574.0,28,0,0,0.9863902125613102
0,70893.0,42,6,2,0.9999999964462634
0,54198.0,13,1,0,0.9573488828061552
0,28839.0,86,0,0,0.9844265926519195
0,40321.0,59,0,0,0.9710451511682018
0,66503.0,30,3,2,0.6803087749614014
0,30833.0,33,0,0,0.9856045869462322
0,64795.0,23,3,2,0.6889037939481575
0,34421.0,81,0,0,0.9799993396125187
0,47025.0,6,0,0,0.9571018921414494
0,64325.0,41,3,2,0.6675877503953536
0,40464.0,78,2,0,0.8703964582915164
0,62187.0,49,8,2,1.0
0,14849.0,39,0,0,0.9810350295055881
0,27255.0,3,0,0,0.9876151123359553
0,54432.0,37,0,0,0.8500458662786987
0,29999.0,22,1,0,0.9699710714592524
0,24072.0,79,0,0,0.9857155544890759
0,33996.0,46,1,0,0.9757918330396925
1,66334.0,82,3,1,1.0
1,35178.0,10,1,1,1.0
0,22010.0,51,0,0,0.98586110696472
0,62204.0,38,5,2,0.9999960467110068
1,75693.0,10,4,1,1.0
0,30675.0,14,0,0,0.986549364473669
1,83003.0,18,6,1,1.0
0,83532.0,36,6,2,0.9999999716944683
0,68655.0,95,5,2,0.9999711426630427
0,41411.0,11,1,0,0.9768526418780543
0,55212.0,65,2,0,0.893247555516691
0,59292.0,71,5,2,0.9999958772299588
1,27190.0,13,0,1,1.0
0,82623.0,58,9,2,1.0
0,44300.0,65,0,0,0.9546142210484827
1,84835.0,0,4,1,1.0
0,30372.0,33,0,0,0.9857998142888894
0,33181.0,90,0,0,0.9809076389334693
0,71113.0,95,7,2,0.9999999999996306
0,71952.0,93,4,2,0.9857097918773675
1,69759.0,38,6,1,1.0
0,72099.0,18,4,2,0.9930436341468301
0,60000.0,57,3,2,0.6619975673856812
0,38643.0,45,0,0,0.976631093657069
0,50737.0,61,0,0,0.8970254762953737
0,68462.0,6,3,2,0.7076725336090753
0,65073.0,65,3,2,0.635453339397379
0,46681.0,52,6,2,0.9999999999954512
0,78618.0,87,7,2,0.9999999999979299
0,62187.0,38,2,0,0.8553625104435209
0,28442.0,53,1,0,0.969755298133393
0,37717.0,31,0,0,0.97964119403379
0,51479.0,67,3,2,0.7417022449518453
0,54803.0,65,2,0,0.894171618092094
0,79530.0,64,10,2,1.0
0,31615.0,82,0,0,0.9828146393585628
0,72025.0,27,3,2,0.7078488023306774
0,52614.0,63,4,2,0.998323592126459
0,35684.0,66,0,0,0.9794299932023706
0,48178.0,69,1,0,0.969003631082344
0,29548.0,52,1,0,0.971475743954293
0,63810.0,45,3,2,0.663221221574554
1,38578.0,2,0,1,1.0
0,46098.0,86,2,0,0.9002460759280178
1,22585.0,23,1,1,1.0
0,30279.0,13,0,0,0.9867240365825952
0,66426.0,14,5,2,0.999994490405647
0,30822.0,92,0,0,0.9829881382304235
0,33581.0,38,0,0,0.9836528691078014
0,19986.0,74,0,0,0.9850206816279842
0,27421.0,14,1,0,0.963785978014818
0,35688.0,94,1,0,0.9784434203027491
0,36143.0,33,1,0,0.9765102954079885
0,10245.0,32,2,2,0.9676243284222403
1,43795.0,11,3,1,1.0
0,63381.0,78,5,2,0.9999901937442529
0,38823.0,56,1,0,0.9773985533931782
0,83664.0,57,2,2,0.7402067985992752
0,90300.0,7,6,2,0.9999999616539204
0,62499.0,0,1,0,0.9032213026724718
0,74293.0,66,4,2,0.988343689375624
0,51012.0,86,1,0,0.9609816979843331
0,70777.0,80,3,2,0.6472069377665653
0,68682.0,56,9,2,1.0
0,43824.0,18,1,0,0.9757527051047479
1,15345.0,51,1,1,1.0
0,23442.0,71,0,0,0.9858153519755107
1,14515.0,71,2,1,1.0
0,31395.0,80,1,0,0.9756486385093288
0,75276.0,2,4,2,0.9931793906593952
0,42373.0,83,1,0,0.9762619585572773
0,30507.0,29,1,0,0.971247650570108
1,55521.0,11,3,1,1.0
0,48006.0,55,0,0,0.9322385913521108
1,27213.0,19,0,1,1.0
0,65808.0,1,1,0,0.8508364446390168
0,30351.0,19,0,0,0.9864321999793616
0,50437.0,28,1,0,0.9665827694151269
1,23616.0,76,0,1,1.0
0,53858.0,50,3,2,0.7363440058476924
0,66465.0,1,9,2,1.0
0,46923.0,90,1,0,0.9707296050521461
0,75072.0,83,4,2,0.9861726097439097
0,75865.0,73,5,2,0.9999543406557642
0,19789.0,24,1,0,0.928887870953896
0,80134.0,11,7,2,0.9999999999995454
1,91065.0,33,9,1,1.0
0,49505.0,4,2,0,0.875393624286878
0,37401.0,14,0,0,0.9816681131816186
0,30096.0,30,0,0,0.986036398935922
0,18492.0,75,0,0,0.9843391471696296
1,82584.0,26,4,1,1.0
0,93027.0,77,10,2,1.0
0,48686.0,8,0,0,0.9465298964955023
0,92910.0,42,7,2,0.9999999999879903
0,75433.0,28,5,2,0.9999771571077842
0,10404.0,52,0,0,0.9737991366702676
0,61314.0,1,5,2,0.9999982396043765
1,84865.0,1,4,1,1.0
0,42387.0,42,1,0,0.9762412910428876
0,67309.0,76,6,2,0.9999999966099162
0,75236.0,27,3,2,0.7384235160440307
0,30015.0,28,0,0,0.9861513438691941
0,50943.0,49,0,0,0.9023309355778009
0,67272.0,12,2,0,0.8025263641671471
0,51529.0,14,1,0,0.9652110172339354
0,32011.0,89,1,0,0.9767073191153774
0,7500.0,96,0,0,0.9691534702363195
0,28691.0,56,0,0,0.9855037771462494
0,56223.0,72,1,0,0.9378402650066524
0,18100.0,14,0,0,0.9842714245205462
0,30279.0,13,0,0,0.9867240365825952
0,20130.0,99,0,0,0.9850473889503428
0,23295.0,72,0,0,0.9857896461419563
0,42618.0,92,0,0,0.9567303417260703
0,81246.0,87,5,2,0.999917246854567
0,24027.0,7,0,0,0.9872128281239696
0,55707.0,91,2,0,0.898567715988298
0,57959.0,71,7,2,0.9999999999999973
0,56796.0,24,9,2,1.0
0,36230.0,17,0,0,0.9827255492780231
0,70829.0,87,2,0,0.7239413404833825
0,65991.0,21,5,2,0.9999942540580561
0,38988.0,90,1,0,0.9780789976420592
1,89572.0,44,7,1,1.0
1,42207.0,71,1,1,1.0
0,50300.0,52,1,0,0.9652080689276507
0,66664.0,78,7,2,0.999999999999938
1,60597.0,2,2,1,1.0
0,70165.0,60,7,2,0.9999999999998912
0,50520.0,25,1,0,0.9666258733306872
0,80124.0,47,7,2,0.9999999999989126
0,33183.0,46,0,0,0.9834848387201309
0,66582.0,83,8,2,1.0
1,75261.0,17,6,1,1.0
0,31880.0,13,0,0,0.9861166029719114
0,53790.0,86,2,0,0.9019535524962004
0,49269.0,92,3,2,0.7311184215600817
0,61456.0,47,10,2,1.0
1,37406.0,18,0,1,1.0
1,56937.0,81,6,1,1.0
0,38415.0,91,0,0,0.97182706371499
0,20518.0,58,1,0,0.9437329059048392
0,62503.0,40,3,2,0.6737963474561359
0,41644.0,67,0,0,0.9656831128808336
0,55842.0,19,1,0,0.9495310027049885
0,62010.0,93,2,0,0.8637501988691478
0,41124.0,41,3,2,0.9243273336334726
0,38961.0,60,1,0,0.9774510291719867
0,37760.0,54,0,0,0.9772677277745695
1,32233.0,26,2,1,1.0
0,43057.0,30,2,0,0.857012069259265
0,83151.0,93,9,2,1.0
1,78825.0,35,10,1,1.0
0,65104.0,4,5,2,0.9999962519994356
0,60093.0,92,2,0,0.878074599401836
0,14045.0,24,0,0,0.9798099668685069
0,28457.0,96,1,0,0.9737987922906679
0,78952.0,11,5,2,0.999974606173634
0,46310.0,99,1,0,0.9716372930022333
0,76005.0,72,5,2,0.9999544252855118
0,58308.0,77,6,2,0.9999999996452382
0,55614.0,85,4,2,0.9964832282641795
0,59432.0,88,3,2,0.6135278167262666
0,55563.0,22,0,0,0.8410831449338317
0,78642.0,83,9,2,1.0
0,67911.0,63,7,2,0.99999999999994
0,65275.0,9,3,2,0.7037611628139011
0,27203.0,92,1,0,0.9715692239119061
0,48330.0,2,0,0,0.9511011919476183
0,24279.0,6,1,0,0.9518593410047927
0,64355.0,66,3,2,0.6337770565970476
0,50943.0,49,0,0,0.9023309355778009
0,53653.0,29,4,2,0.9987763813978828
0,65665.0,77,10,2,1.0
0,81217.0,77,7,2,0.9999999999970794
0,34935.0,71,1,0,0.9773004103928234
0,61250.0,49,2,0,0.8632863368266267
0,39665.0,97,2,0,0.8783687199704882
0,60152.0,6,4,2,0.9977442542444422
0,48920.0,93,2,0,0.9072336595279771
0,89120.0,78,6,2,0.9999998882885652
0,44124.0,62,2,0,0.8816424041496396
0,81169.0,47,7,2,0.9999999999986138
0,36443.0,9,1,0,0.97615993181761
0,26095.0,77,0,0,0.9855657084259775
0,71367.0,24,5,2,0.9999866650162607
0,80184.0,19,3,2,0.8041403637631088
0,30630.0,67,0,0,0.9841796052304431
0,73454.0,95,4,2,0.9848841053897266
0,42691.0,48,1,0,0.9760329235383165
0,70503.0,73,4,2,0.9889320695030098
1,25545.0,35,2,1,1.0
0,32880.0,76,0,0,0.9820130862180778
0,77863.0,20,5,2,0.9999740290294262
0,50353.0,72,4,2,0.9986704342462763
0,61839.0,20,8,2,1.0
0,49154.0,69,1,0,0.9669580302768319
0,47682.0,80,3,2,0.7806688935534642
0,72679.0,65,7,2,0.9999999999997449
0,57954.0,52,2,0,0.8815939277413235
0,65316.0,65,2,0,0.8259441228317235
0,28567.0,57,0,0,0.9855101716990602
0,47352.0,70,1,0,0.9704776484551825
0,44931.0,0,1,0,0.9755327899082844
1,76982.0,19,3,1,1.0
0,57247.0,50,1,0,0.935193390107015
0,22944.0,67,0,0,0.9858223954754458
0,25315.0,46,0,0,0.9863667828650228
0,43638.0,37,1,0,0.9755282545021212
0,42710.0,38,5,2,0.9999999660712834
1,84169.0,9,6,1,1.0
0,54058.0,56,6,2,0.9999999999401898
0,24683.0,98,0,0,0.9853949590897643
1,85620.0,68,6,1,1.0
0,47850.0,72,0,0,0.9260519079694786
1,19514.0,47,1,1,1.0
0,27159.0,33,0,0,0.9866186217541446
0,39548.0,87,1,0,0.9778358468443865
1,21474.0,0,1,1,1.0
0,60504.0,73,2,0,0.8718431446529437
0,22419.0,74,2,2,0.5672605735623955
1,81698.0,4,8,1,1.0
0,43462.0,50,1,0,0.9754961440135974
0,54880.0,57,2,0,0.8919668351919704
0,79908.0,30,6,2,0.9999999851251908
0,15315.0,27,0,0,0.9815095197805382
1,87771.0,61,10,1,1.0
0,33039.0,4,0,0,0.986039189442562
0,81741.0,75,6,2,0.999999954421673
0,71499.0,12,3,2,0.7157417563623629
0,62466.0,13,3,2,0.7086419869888988
0,48799.0,9,2,0,0.875187717889759
0,52157.0,48,2,0,0.8925482256470211
0,66565.0,80,2,0,0.8092111105358364
0,29298.0,60,0,0,0.9851301234348845
0,47691.0,43,0,0,0.9399114803632763
0,38200.0,19,0,0,0.9801341468151968
0,44989.0,26,1,0,0.9747019469617911
0,38443.0,58,0,0,0.9755559608017643
0,38593.0,42,1,0,0.9771935791855946
0,64413.0,27,1,0,0.8587373351975134
0,36959.0,56,0,0,0.978404788466624
1,61996.0,27,4,1,1.0
0,51287.0,10,1,0,0.966148405365161
0,13260.0,48,0,0,0.9790149751221862
0,47472.0,39,0,0,0.9431128633704687
0,54603.0,85,2,0,0.8999628023196251
0,45207.0,64,1,0,0.9736670641786537
0,40689.0,69,1,0,0.9771102046227044
0,47821.0,54,0,0,0.9343036604947423
0,27450.0,57,1,0,0.9682679415928049
0,39453.0,64,0,0,0.9725899142303186
0,26850.0,10,1,0,0.9617733430050338
1,79800.0,65,11,1,1.0
0,61794.0,74,4,2,0.9938627767851039
0,53863.0,4,1,0,0.9597234943148338
0,24221.0,94,1,0,0.9656810940884274
1,39684.0,41,1,1,1.0
1,92163.0,25,11,1,1.0
0,69882.0,94,7,2,0.9999999999997466
0,33178.0,9,0,0,0.9856731350835534
0,59973.0,47,4,2,0.9963672393833721
1,17459.0,12,1,1,1.0
0,23910.0,80,0,0,0.9857009664649223
0,42169.0,20,0,0,0.9721369767373714
0,26224.0,39,1,0,0.9633329612402016
0,31089.0,57,0,0,0.9843553699824391
0,30081.0,27,0,0,0.9861717183598636
0,62807.0,83,3,2,0.609333812238023
0,72906.0,79,4,2,0.9872351706488496
0,61467.0,69,2,0,0.8643805236448211
0,49618.0,77,1,0,0.9654660503505623
1,21888.0,15,1,1,1.0
0,42429.0,99,1,0,0.9763605985298354
0,26150.0,61,0,0,0.9859395276276659
0,30801.0,23,0,0,0.9860839769233274
0,81168.0,84,4,2,0.9865813705518919
0,26877.0,74,1,0,0.968984293955888
0,45006.0,90,1,0,0.9736259288852515
0,18978.0,41,0,0,0.9846806512411375
0,22574.0,28,0,0,0.9863902125613102
1,48240.0,73,3,1,1.0
0,45837.0,88,2,0,0.9005328765973515
0,35791.0,94,0,0,0.9770037532693572
0,162397.0,31,0,2,1.0
0,54162.0,31,0,0,0.8623401154601413
0,30522.0,6,2,0,0.5974400970578245
0,54456.0,23,1,0,0.9549605689335338
0,31632.0,92,1,0,0.9766337389221024
0,72298.0,52,3,2,0.6894856753835611
0,36975.0,50,0,0,0.9789359763494447
0,72635.0,54,8,2,1.0
0,13624.0,93,0,0,0.9806260987977937
0,84196.0,56,4,2,0.9900686754428469
1,70971.0,28,11,1,1.0
0,34487.0,94,0,0,0.9790259109001017
0,28769.0,76,1,0,0.9723736628439349
0,69084.0,43,3,2,0.6741619069136341
0,65488.0,46,4,2,0.9938886923931215
0,62466.0,13,3,2,0.7086419869888988
1,32218.0,27,1,1,1.0
1,83917.0,12,7,1,1.0
0,46102.0,3,0,0,0.9622872587551334
0,84574.0,72,11,2,1.0
0,56181.0,6,2,0,0.8784371038261115
1,63120.0,53,4,1,1.0
0,73691.0,58,2,0,0.6508318239247298
0,63381.0,78,5,2,0.9999901937442529
0,76140.0,57,9,2,1.0
0,62859.0,37,4,2,0.9956303389793502
0,45906.0,20,4,2,0.9997371076621648
1,77632.0,73,2,1,1.0
0,46463.0,56,1,0,0.9722507279045212
1,105471.0,36,8,1,1.0
0,55282.0,9,1,0,0.9537393576538219
0,78710.0,42,6,2,0.9999999846004882
0,66886.0,28,1,0,0.8017203198637669
0,98777.0,23,6,2,0.9999999097199009
0,29103.0,38,0,0,0.9860382551668249
0,67445.0,63,6,2,0.9999999973804721
0,50616.0,71,1,0,0.9631338928874889
0,49431.0,9,1,0,0.9699114635433445
0,153924.0,81,0,2,1.0
0,61278.0,87,1,0,0.879978812707316
0,26490.0,92,1,0,0.9703368946073717
0,73059.0,36,3,2,0.7098387983902159
0,46734.0,86,2,0,0.9016200186907161
0,56253.0,83,2,0,0.8947596544804014
0,19986.0,74,0,0,0.9850206816279842
0,58330.0,87,4,2,0.9949576965615232
0,25965.0,29,0,0,0.9868134472810399
0,14661.0,88,0,0,0.9816103552619557
0,18690.0,77,1,0,0.9380819441142043
0,45068.0,25,0,0,0.9611332281579389
0,21063.0,34,0,0,0.9857837408205619
0,29187.0,43,0,0,0.9858185785062874
0,54690.0,76,1,0,0.9464402270170845
0,59304.0,81,8,2,1.0
0,59247.0,87,2,0,0.8822480383189958
0,66731.0,33,3,2,0.6772274418446401
0,77353.0,38,4,2,0.9904505513467102
0,52614.0,63,4,2,0.998323592126459
