NumWebPurchases,Income,Recency,NumWebVisitsMonth,cluster_em,cluster_em_probability
2,34554.0,43,6,0,0.9794483426460385
9,85693.0,59,5,2,0.9999999999998854
6,65846.0,68,4,2,0.9999852574187583
3,87195.0,35,1,2,0.9999264983115027
1,24594.0,94,5,0,0.9972274455157356
4,49096.0,15,7,2,0.7957727449498821
6,52413.0,56,6,2,0.999834183173669
3,38557.0,17,7,0,0.8926592155460096
5,89058.0,18,2,2,0.9999986056967035
6,77298.0,46,3,2,0.9999989082734793
7,68126.0,40,9,2,0.999998370723905
8,57288.0,27,6,2,0.999999997638124
6,86037.0,95,3,2,0.9999997134765686
6,43974.0,19,7,2,0.9995721382338034
2,50785.0,27,6,0,0.786582544176124
4,90765.0,25,1,2,0.9999938651473586
9,36550.0,74,9,2,0.9999999999662466
1,30753.0,85,5,0,0.9916397329737079
2,21918.0,37,6,0,0.9971959573538582
6,56129.0,65,4,2,0.9999230869110237
2,32557.0,13,5,0,0.9871307803646019
1,19510.0,63,7,0,0.9982393324901675
1,30992.0,83,7,0,0.9905672350612288
6,101970.0,69,2,2,0.9999999957738384
3,71488.0,87,1,2,0.9947711781951919
3,79607.0,37,1,2,0.9994485665527149
2,54348.0,51,6,0,0.6766568970041128
6,77376.0,72,4,2,0.9999979045967524
5,62998.0,10,5,2,0.9990807504554119
11,61331.0,42,8,2,1.0
7,73448.0,10,4,2,0.9999999715442613
5,41551.0,51,8,2,0.9608254849907418
4,62981.0,21,3,2,0.9911511746202549
1,9548.0,31,8,0,0.9994656105470382
2,33762.0,61,8,0,0.9844589008778095
1,35860.0,37,5,0,0.9814359260180257
2,36921.0,74,7,0,0.9722698871336006
5,92859.0,46,2,2,0.999999292640768
3,65104.0,4,7,2,0.7927564884869961
5,86111.0,73,2,2,0.999996158702103
8,68352.0,47,6,2,0.9999999991812665
4,41883.0,13,7,2,0.6192284193430682
3,59809.0,36,8,0,0.5276801018525411
2,23957.0,47,6,0,0.9960522374663746
1,38547.0,49,8,0,0.9818916948435134
4,35688.0,94,8,0,0.6268049993930733
2,49605.0,65,3,0,0.733897125335347
4,59354.0,59,3,2,0.9787569796954736
8,65747.0,96,6,2,0.9999999982479624
7,46344.0,28,7,2,0.9999972682123782
3,34176.0,12,6,0,0.9365538960447322
8,61010.0,57,5,2,0.9999999984057792
10,69372.0,10,4,2,1.0
6,49967.0,4,7,2,0.999793239546476
0,60199.0,49,4,2,0.878753525820923
1,55375.0,3,2,2,0.5723789260929937
3,80317.0,64,1,2,0.999508276939721
1,30523.0,0,7,0,0.9930898293936653
10,70356.0,20,6,2,0.9999999999999991
3,23228.0,91,8,0,0.9806906806187151
5,74165.0,9,2,2,0.9999603653303341
0,157243.0,98,0,1,0.9999999999987335
2,43482.0,83,6,0,0.918348964903377
6,62551.0,27,3,2,0.999982554919022
3,52332.0,63,4,2,0.6141791052918985
3,66951.0,46,1,2,0.984219121844814
2,26091.0,84,5,0,0.9954193551768529
1,33456.0,58,7,0,0.9876668274636369
2,28718.0,78,8,0,0.9908090065647477
3,50447.0,4,6,0,0.5499646982659874
2,53537.0,17,5,0,0.623854307579567
2,52074.0,77,4,0,0.6327296159013612
11,80427.0,56,5,2,1.0
9,83837.0,79,4,2,0.9999999999998996
2,38853.0,90,7,0,0.9637827922589544
0,38285.0,96,2,0,0.9511979195943576
5,78497.0,44,2,2,0.9999819698136834
4,51650.0,81,5,2,0.8869911847109078
2,16248.0,77,6,0,0.9987317774203962
6,66835.0,21,2,2,0.9999935900424285
1,30477.0,16,6,0,0.9928182216475093
2,28249.0,80,6,0,0.991775829637619
1,25271.0,45,9,0,0.9967161547432367
1,32303.0,63,5,0,0.9896358508955458
7,61286.0,34,5,2,0.9999996813054298
4,74068.0,14,2,2,0.9994367722712705
2,45759.0,13,7,0,0.9177603048554247
1,24882.0,52,6,0,0.9968045247446953
8,66973.0,98,3,2,0.999999999308657
2,36640.0,99,5,0,0.9700656705463823
3,38872.0,93,8,0,0.9120476532563433
5,51148.0,38,6,2,0.9918811973381177
1,31353.0,24,8,0,0.9927697350717128
7,69661.0,80,3,2,0.9999999258282256
4,80067.0,82,2,2,0.9998167819417132
5,86718.0,20,2,2,0.9999975917621241
5,46854.0,81,8,2,0.9721183664030747
8,69142.0,50,5,2,0.9999999995016942
4,75922.0,60,1,2,0.9996752467934968
11,63693.0,63,6,2,1.0
7,102160.0,54,4,2,0.999999999635234
1,40637.0,72,7,0,0.9655016978180465
0,18890.0,5,6,0,0.9984677659295199
1,29604.0,88,9,0,0.9943256381122845
4,48721.0,50,6,2,0.8172084467323432
2,44794.0,99,6,0,0.9004059889546021
11,64497.0,17,8,2,1.0
3,46097.0,11,4,0,0.669921692838165
4,77972.0,18,1,2,0.999838339221197
5,44377.0,70,8,2,0.966998130427342
7,46014.0,21,7,2,0.9999973150468879
3,70951.0,66,1,2,0.9942279737495365
8,41443.0,79,8,2,0.9999999787696059
1,52195.0,2,8,0,0.9191816111507587
8,83790.0,81,3,2,0.9999999999707381
4,44551.0,24,7,2,0.68645183682773
11,69508.0,48,6,2,1.0
1,45204.0,93,3,0,0.8794588582695806
3,72460.0,56,1,2,0.9961935365135298
6,77622.0,3,3,2,0.9999992529936216
4,30732.0,44,8,0,0.7132701307392563
9,63887.0,38,6,2,0.9999999999981046
3,42011.0,46,8,0,0.8795697787092299
8,51369.0,84,8,2,0.9999999883297246
2,51537.0,27,8,0,0.8982214737243641
3,79930.0,72,2,2,0.9991362324088463
1,34320.0,66,8,0,0.9884657508677352
5,37070.0,30,7,2,0.950664352649601
6,81975.0,2,7,2,0.9999934407451562
1,38590.0,65,8,0,0.9810825171576629
1,15033.0,37,3,0,0.999899384939424
7,62745.0,89,5,2,0.9999996024131654
2,22212.0,49,6,0,0.9969868700948328
1,23661.0,46,7,0,0.9970201599544554
5,79761.0,32,3,2,0.9999800011767808
3,7500.0,54,7,0,0.9977237016512551
1,60182.0,23,4,2,0.7397301725136284
6,73455.0,98,3,2,0.9999966965754175
6,64961.0,97,3,2,0.9999831382200495
2,22804.0,75,9,0,0.9953238657795748
3,73687.0,8,2,2,0.9967056298129819
11,61074.0,37,7,2,1.0
1,31686.0,31,6,0,0.9908363352862114
5,80134.0,40,6,2,0.9998367240623813
9,75027.0,74,5,2,0.9999999999994724
4,67546.0,90,3,2,0.9957093282903732
9,65176.0,57,6,2,0.9999999999979554
2,31160.0,59,8,0,0.9883478026409156
1,29938.0,52,6,0,0.9926720256241556
6,102692.0,5,2,2,0.9999999979475902
3,26490.0,92,6,0,0.9788039334714617
4,75702.0,77,8,2,0.9645036399970083
1,30899.0,35,6,0,0.9918551514378151
8,63342.0,48,6,2,0.9999999985488097
3,45989.0,97,3,0,0.707265149818664
2,18701.0,95,5,0,0.998732192012701
1,40737.0,24,8,0,0.9778396583216297
1,15287.0,60,7,0,0.99904231976394
10,69674.0,46,5,2,0.9999999999999991
4,44159.0,85,5,2,0.6962913958754717
1,37717.0,31,9,0,0.9894790073402661
5,43776.0,9,8,2,0.9725306828870061
3,38179.0,30,7,0,0.8979805350033854
3,80124.0,47,1,2,0.9995056791090788
3,38097.0,70,7,0,0.9005865872517408
3,72940.0,13,1,2,0.9969625186122127
2,22070.0,11,6,0,0.997275062361021
3,69267.0,31,7,2,0.8593311878788102
3,31788.0,15,5,0,0.962340106246768
4,61905.0,2,5,2,0.9820391887524509
2,29315.0,55,6,0,0.9907286556472809
2,33378.0,38,7,0,0.9833479141409736
6,66313.0,86,4,2,0.9999847333478304
7,60714.0,56,5,2,0.9999995893305305
3,77882.0,29,1,2,0.9991478092894256
3,69867.0,30,1,2,0.9928785861903642
9,63841.0,64,6,2,0.9999999999974625
3,24480.0,46,7,0,0.9807173022086856
8,51369.0,84,8,2,0.9999999883297246
4,37760.0,20,7,0,0.5078870310606697
5,65640.0,74,2,2,0.9996170723505838
2,44319.0,18,5,0,0.8990701748716923
3,30631.0,75,7,0,0.9586074203514656
6,75278.0,17,3,2,0.9999986819844722
6,50898.0,88,5,2,0.999786413097709
5,79946.0,19,3,2,0.9999821872237419
7,35416.0,62,8,2,0.9999905142250927
1,32414.0,11,7,0,0.9906543669311615
3,38361.0,74,7,0,0.8977023686941868
2,82497.0,32,4,2,0.9964901176323352
3,16626.0,76,9,0,0.9884545711327157
0,29672.0,6,6,0,0.9898669968545248
3,55951.0,62,8,0,0.6365269862142027
1,35388.0,20,7,0,0.9853756807626044
3,42386.0,43,8,0,0.8750798731497772
2,68627.0,45,1,2,0.9791956142517414
8,57912.0,34,5,2,0.999999998037707
3,35246.0,53,5,0,0.9335297446700677
9,58821.0,44,6,2,0.9999999999965503
2,46377.0,89,4,0,0.8428955612240149
5,39747.0,43,8,2,0.9555662889976267
3,23976.0,68,7,0,0.9816958074223654
6,80950.0,44,2,2,0.9999996616201137
3,27038.0,64,9,0,0.9739556320569195
2,77457.0,85,1,2,0.9980031887952788
8,64100.0,93,7,2,0.9999999968145321
4,42670.0,12,4,2,0.6541060530221766
3,12571.0,86,6,0,0.997249928420342
2,22574.0,28,7,0,0.9961735062840505
6,70893.0,42,3,2,0.9999962719212665
3,54198.0,13,4,2,0.7098464597027975
2,28839.0,86,5,0,0.9925160587780406
3,40321.0,59,7,0,0.8719486768266304
4,66503.0,30,3,2,0.9956590541472227
1,30833.0,33,5,0,0.9928195230412732
3,64795.0,23,2,2,0.9710665265557065
1,34421.0,81,7,0,0.9849304890553985
1,47025.0,6,7,0,0.9281340344983202
10,64325.0,41,7,2,0.9999999999999982
8,40464.0,78,8,2,0.999999977561447
4,62187.0,49,3,2,0.9885445301187921
2,14849.0,39,8,0,0.9981767523062196
1,27255.0,3,7,0,0.9956548999003431
1,54432.0,37,4,0,0.5383954430276356
3,29999.0,22,8,0,0.9623588951446328
1,24072.0,79,8,0,0.9963794204016848
1,33996.0,46,4,0,0.9884571251057409
9,66334.0,82,5,2,0.9999999999982778
1,35178.0,10,7,0,0.9861558973726209
2,22010.0,51,8,0,0.9958266351073599
4,62204.0,38,3,2,0.9889797213230566
11,75693.0,10,4,2,1.0
1,30675.0,14,8,0,0.9935163269947694
7,83003.0,18,3,2,0.9999999964748865
4,83532.0,36,1,2,0.9999583147792053
4,68655.0,95,3,2,0.9965329558346898
2,41411.0,11,6,0,0.9429955787729905
4,55212.0,65,8,2,0.8019896804465597
3,59292.0,71,3,2,0.8826279829242432
1,27190.0,13,8,0,0.9957603795536853
2,82623.0,58,1,2,0.9995187440230143
1,44300.0,65,6,0,0.9249247196516517
4,84835.0,0,1,2,0.9999748234343678
2,30372.0,33,7,0,0.9889362074361836
1,33181.0,90,6,0,0.98603862666928
6,71113.0,95,4,2,0.9999928523285904
8,71952.0,93,4,2,0.9999999996452447
4,69759.0,38,3,2,0.9977525690620671
3,72099.0,18,1,2,0.9961572499404201
11,60000.0,57,6,2,1.0
2,38643.0,45,7,0,0.966389743755336
2,50737.0,61,6,0,0.7863560893992692
3,68462.0,6,1,2,0.9902004512816789
5,65073.0,65,2,2,0.9995830552287789
4,46681.0,52,5,2,0.7883215696409349
4,78618.0,87,2,2,0.999738611829364
6,62187.0,38,4,2,0.9999770936033512
2,28442.0,53,4,0,0.9952885943565295
1,37717.0,31,9,0,0.9894790073402661
6,51479.0,67,7,2,0.9997449991055671
6,54803.0,65,4,2,0.9999033793903861
4,79530.0,64,2,2,0.9998073662138088
2,31615.0,82,7,0,0.9859396186092727
4,72025.0,27,3,2,0.9986663203124104
2,52614.0,63,8,0,0.8866086972490104
1,35684.0,66,6,0,0.9805715569590852
5,48178.0,69,8,2,0.9762346835181559
1,29548.0,52,4,0,0.9953623646188166
4,63810.0,45,8,2,0.9083746907578236
3,38578.0,2,8,0,0.9101472296634641
3,46098.0,86,8,0,0.8320959850892651
1,22585.0,23,9,0,0.9976432827655543
1,30279.0,13,8,0,0.9938364043913549
3,66426.0,14,6,2,0.9017146910747024
1,30822.0,92,7,0,0.990518198603313
1,33581.0,38,8,0,0.9902005823202
0,19986.0,74,7,0,0.9967873366591443
4,27421.0,14,7,0,0.7824848056523954
4,35688.0,94,8,0,0.6268049993930733
0,36143.0,33,3,0,0.97127964208068
1,10245.0,32,5,0,0.9998534738483199
7,43795.0,11,7,2,0.9999968827000161
4,63381.0,78,2,2,0.9914475861596299
2,38823.0,56,6,0,0.9599103586807028
2,83664.0,57,5,2,0.9926841307789848
5,90300.0,7,1,2,0.9999994527217467
3,62499.0,0,4,2,0.9285452971401859
5,74293.0,66,2,2,0.9999474126802644
4,51012.0,86,6,2,0.849349425173847
5,70777.0,80,3,2,0.9998387849068603
4,68682.0,56,2,2,0.9976661427511366
3,43824.0,18,8,0,0.8545286919612366
1,15345.0,51,8,0,0.9988374702923666
1,23442.0,71,7,0,0.9968444081505632
2,14515.0,71,7,0,0.9985702577171419
2,31395.0,80,6,0,0.9866511308938798
9,75276.0,2,5,2,0.9999999999997806
2,42373.0,83,5,0,0.9228222478755032
5,30507.0,29,7,2,0.901779860141942
6,55521.0,11,7,2,0.9998809835906142
1,48006.0,55,6,0,0.8725787144812421
2,27213.0,19,8,0,0.9929240688979164
5,65808.0,1,6,2,0.9990803698533445
3,30351.0,19,9,0,0.9660209959534056
7,50437.0,28,7,2,0.9999981738026347
3,23616.0,76,8,0,0.9801045022305194
4,53858.0,50,4,2,0.9347313446487449
11,66465.0,1,6,2,1.0
5,46923.0,90,7,2,0.9788938584006279
5,75072.0,83,3,2,0.9999309802923143
3,75865.0,73,1,2,0.9983820973106089
2,19789.0,24,5,0,0.9987086685785304
2,80134.0,11,5,2,0.987282239278885
7,91065.0,33,3,2,0.9999999991197717
10,49505.0,4,8,2,0.9999999999999964
2,37401.0,14,7,0,0.9722530111582578
2,30096.0,30,6,0,0.9899382775382478
1,18492.0,75,8,0,0.9981463830535446
3,82584.0,26,1,2,0.9997573046628229
7,93027.0,77,2,2,0.9999999995254214
1,48686.0,8,8,0,0.9453842936887825
6,92910.0,42,1,2,0.9999999865901961
2,75433.0,28,6,2,0.9313195450149298
1,10404.0,52,5,0,0.9998348530875132
5,61314.0,1,3,2,0.9992523494661255
2,84865.0,1,4,2,0.9979592891132869
8,42387.0,42,8,2,0.9999999852832042
9,67309.0,76,7,2,0.9999999999967573
8,75236.0,27,4,2,0.9999999998903188
1,30015.0,28,5,0,0.9939370803317378
1,50943.0,49,5,0,0.7502538743733194
6,67272.0,12,5,2,0.9999885473555492
9,51529.0,14,8,2,0.9999999999924345
2,32011.0,89,7,0,0.9850245933074944
2,7500.0,96,8,0,0.9990510266377253
1,28691.0,56,8,0,0.9942218129526111
2,56223.0,72,4,2,0.5720290794733109
0,18100.0,14,5,0,0.9990201573847163
1,30279.0,13,8,0,0.9938364043913549
1,20130.0,99,8,0,0.9975363529555384
1,23295.0,72,8,0,0.9967755474775691
5,42618.0,92,8,2,0.958617732241596
4,81246.0,87,1,2,0.999906932890645
2,24027.0,7,8,0,0.9951642429678195
3,55707.0,91,3,2,0.7716062227759042
4,57959.0,71,3,2,0.9707681897488694
8,56796.0,24,7,2,0.9999999968073006
2,36230.0,17,5,0,0.9750079170992578
4,70829.0,87,3,2,0.9978520989215547
9,65991.0,21,7,2,0.999999999998062
5,38988.0,90,8,2,0.9445731683250184
7,89572.0,44,4,2,0.9999999973592066
4,42207.0,71,6,2,0.628616511218781
2,50300.0,52,2,0,0.718523390413525
5,66664.0,78,3,2,0.999634617493755
2,60597.0,2,7,0,0.5923605972442136
3,70165.0,60,1,2,0.9929950467789159
3,50520.0,25,6,0,0.5543975702221637
3,80124.0,47,1,2,0.9995056791090788
4,33183.0,46,7,0,0.653153501374374
2,66582.0,83,1,2,0.9639534980708396
5,75261.0,17,2,2,0.9999677231543566
1,31880.0,13,8,0,0.9925199583353177
7,53790.0,86,6,2,0.9999984362593782
7,49269.0,92,7,2,0.9999967679858162
6,61456.0,47,4,2,0.9999724811710208
1,37406.0,18,8,0,0.9852830582239378
8,56937.0,81,6,2,0.999999995987495
1,38415.0,91,7,0,0.9732235273419796
1,20518.0,58,5,0,0.998869607004638
8,62503.0,40,5,2,0.9999999988883497
1,41644.0,67,3,0,0.9469463260550186
7,55842.0,19,5,2,0.9999993781603044
6,62010.0,93,5,2,0.9999573038255963
7,41124.0,41,8,2,0.9999945818457985
2,38961.0,60,7,0,0.9644575129465097
2,37760.0,54,6,0,0.9659429207390211
6,32233.0,26,9,2,0.9984982231489307
4,43057.0,30,5,2,0.6822006288305336
5,83151.0,93,3,2,0.99998557620023
5,78825.0,35,3,2,0.9999753545014609
3,65104.0,4,7,2,0.7927564884869961
7,60093.0,92,6,2,0.9999992190874558
1,14045.0,24,7,0,0.9993061686628699
4,28457.0,96,8,0,0.7684753692943128
2,78952.0,11,6,2,0.9606216927427442
6,46310.0,99,8,2,0.999335598868233
3,76005.0,72,6,2,0.970820386249432
2,58308.0,77,8,0,0.8068558257360406
9,55614.0,85,7,2,0.9999999999909122
5,59432.0,88,5,2,0.9976569904256224
2,55563.0,22,3,2,0.578750433917914
4,78642.0,83,6,2,0.9963397133846725
6,67911.0,63,3,2,0.999992317843998
4,65275.0,9,2,2,0.9956075718060569
1,27203.0,92,8,0,0.9945458596960959
1,48330.0,2,5,0,0.8429152130375945
4,24279.0,6,8,0,0.8161118447999146
4,64355.0,66,8,2,0.9062273038677272
1,50943.0,49,5,0,0.7502538743733194
10,53653.0,29,6,2,0.9999999999999973
5,65665.0,77,3,2,0.9995553095786995
3,81217.0,77,1,2,0.9995982225406087
2,34935.0,71,7,0,0.9786578717685483
5,61250.0,49,5,2,0.998527357138186
4,39665.0,97,7,2,0.5113175199879352
6,60152.0,6,3,2,0.9999754352683177
6,48920.0,93,7,2,0.999616880952295
5,89120.0,78,1,2,0.9999988452016113
6,44124.0,62,8,2,0.9993508014276752
5,81169.0,47,2,2,0.9999899798171484
3,36443.0,9,8,0,0.9275358174411985
1,26095.0,77,7,0,0.9953253009181998
4,71367.0,24,2,2,0.9988929255929865
6,80184.0,19,3,2,0.9999994931054431
2,30630.0,67,7,0,0.9879415096233327
2,73454.0,95,5,2,0.9543891940385368
5,42691.0,48,5,2,0.9732699847030083
2,70503.0,73,6,2,0.8557581339723561
2,25545.0,35,6,0,0.995047072979636
1,32880.0,76,8,0,0.9899685164020496
4,77863.0,20,2,2,0.99976385524326
4,50353.0,72,3,2,0.8706290467385314
4,61839.0,20,8,2,0.8998402334677292
4,49154.0,69,6,2,0.8191942872870166
4,47682.0,80,5,2,0.8045577185625906
4,72679.0,65,1,2,0.9992420603975465
8,57954.0,52,7,2,0.9999999962706347
3,65316.0,65,4,2,0.9520687213603232
2,28567.0,57,6,0,0.9917197654966952
6,47352.0,70,7,2,0.9996029874267455
2,44931.0,0,5,0,0.8894253206543754
8,76982.0,19,4,2,0.9999999999235785
2,57247.0,50,2,2,0.6878969076788589
3,22944.0,67,7,0,0.9839028088674181
3,25315.0,46,8,0,0.9766501743418657
4,43638.0,37,7,2,0.6550592903112289
4,42710.0,38,6,2,0.6610775194090079
7,84169.0,9,3,2,0.9999999974037017
4,54058.0,56,3,2,0.9384397494918065
2,24683.0,98,5,0,0.9963152785215381
3,85620.0,68,1,2,0.9998766043855786
3,47850.0,72,6,0,0.6617079535316484
3,19514.0,47,8,0,0.9871295882470845
1,27159.0,33,6,0,0.9956352070916317
1,39548.0,87,3,0,0.9647918404272248
3,21474.0,0,7,0,0.9870615983973556
6,60504.0,73,6,2,0.9999339257163008
3,22419.0,74,8,0,0.9823863233670742
3,81698.0,4,1,2,0.99971259960935
4,43462.0,50,8,2,0.5770022755346716
6,54880.0,57,5,2,0.9999007524405433
5,79908.0,30,2,2,0.9999879305979532
2,15315.0,27,5,0,0.999423856851115
5,87771.0,61,6,2,0.9999331599272466
2,33039.0,4,5,0,0.9861238454494947
6,81741.0,75,2,2,0.9999996427386798
8,71499.0,12,4,2,0.9999999998289066
6,62466.0,13,4,2,0.9999814193132724
3,48799.0,9,3,0,0.5512854978394993
3,52157.0,48,4,2,0.609987638390851
4,66565.0,80,8,2,0.9188184027656306
1,29298.0,60,5,0,0.9941256493686164
1,47691.0,43,6,0,0.8807627020791505
1,38200.0,19,7,0,0.9782782724282335
5,44989.0,26,6,2,0.9823123008492499
1,38443.0,58,7,0,0.9753203216905304
4,38593.0,42,8,0,0.5358178461047045
5,64413.0,27,5,2,0.9991995806488779
2,36959.0,56,8,0,0.978097560963408
6,61996.0,27,5,2,0.999971756357231
4,51287.0,10,7,2,0.8378079573971664
3,13260.0,48,8,0,0.9932613916497396
2,47472.0,39,5,0,0.8322814848486496
4,54603.0,85,7,2,0.8603317899601146
3,45207.0,64,6,0,0.7421903670800813
7,40689.0,69,8,2,0.9999932527352129
1,47821.0,54,8,0,0.9467445330430178
2,27450.0,57,7,0,0.9922226081138121
2,39453.0,64,6,0,0.9555538734424427
2,26850.0,10,4,0,0.9968566348084965
5,79800.0,65,3,2,0.9999759289023683
4,61794.0,74,2,2,0.9878317425367258
7,53863.0,4,7,2,0.9999989154729444
1,24221.0,94,4,0,0.9982223243207502
2,39684.0,41,7,0,0.9616490020306672
5,92163.0,25,2,2,0.9999992800513586
3,69882.0,94,1,2,0.9919618103860663
1,33178.0,9,4,0,0.9912791170231574
3,59973.0,47,1,2,0.9077728724506965
3,17459.0,12,7,0,0.9922395116463867
2,23910.0,80,7,0,0.9949148312010327
1,42169.0,20,8,0,0.9739671393747951
2,26224.0,39,6,0,0.994446752810042
3,31089.0,57,8,0,0.9581331875656129
1,30081.0,27,7,0,0.9930004367583947
5,62807.0,83,5,2,0.9986428754109857
3,72906.0,79,1,2,0.9964444919399867
5,61467.0,69,5,2,0.9984347247664181
3,49618.0,77,7,0,0.6819465943033102
5,21888.0,15,10,2,0.8464069127523276
1,42429.0,99,5,0,0.9290072471604521
1,26150.0,61,7,0,0.9955395989730883
1,30801.0,23,7,0,0.9923314332663623
6,81168.0,84,3,2,0.9999993236937983
3,26877.0,74,6,0,0.9778030442064825
3,45006.0,90,3,0,0.7486882356681482
1,18978.0,41,8,0,0.9982721359243196
2,22574.0,28,7,0,0.9961735062840505
6,48240.0,73,5,2,0.999707795244622
6,45837.0,88,7,2,0.9994894595633083
1,35791.0,94,8,0,0.9852144936063183
0,162397.0,31,1,1,0.9999999999999947
1,54162.0,31,4,0,0.554994893808092
1,30522.0,6,2,0,0.9978698744904763
6,54456.0,23,6,2,0.9998950190522614
2,31632.0,92,7,0,0.9856740485018163
4,72298.0,52,1,2,0.9992032465395164
1,36975.0,50,7,0,0.9802711838702417
6,72635.0,54,3,2,0.9999971232726821
2,13624.0,93,6,0,0.9991169699590935
8,84196.0,56,3,2,0.9999999999790825
11,70971.0,28,7,2,1.0
3,34487.0,94,9,0,0.9538534719104607
4,28769.0,76,9,0,0.7705555688035224
7,69084.0,43,8,2,0.9999993152976979
3,65488.0,46,1,2,0.9769391524257056
6,62466.0,13,4,2,0.9999814193132724
2,32218.0,27,7,0,0.9859387378202203
6,83917.0,12,3,2,0.9999997705521461
1,46102.0,3,7,0,0.9368743850134615
9,84574.0,72,5,2,0.9999999999998446
4,56181.0,6,4,2,0.9619876318404987
8,63120.0,53,7,2,0.9999999976248688
6,73691.0,58,2,2,0.9999981743665731
4,63381.0,78,2,2,0.9914475861596299
5,76140.0,57,2,2,0.9999669621984294
9,62859.0,37,6,2,0.999999999997911
5,45906.0,20,5,2,0.985390137548923
4,77632.0,73,2,2,0.9996894070643642
3,46463.0,56,6,0,0.7033582191553133
9,105471.0,36,3,2,1.0
3,55282.0,9,4,2,0.7531467799207289
7,78710.0,42,4,2,0.9999999843196622
7,66886.0,28,5,2,0.9999998643057627
4,98777.0,23,1,2,0.9999992319089027
1,29103.0,38,9,0,0.9953438934473311
